Date,Title,Link,Provided,Bundle,BLink,YTPlaythrough,PlayTime
2014-04-14,Humble Bundle: PC and Android 9,http://www.overclockersclub.com/reviews/hb_android_9_review/,FALSE,,,,
2014-04-14,Bridge Constructor,http://www.overclockersclub.com/reviews/hb_android_9_review/2.htm,FALSE,Humble Bundle: PC and Android 9,http://www.overclockersclub.com/reviews/hb_android_9_review/,,
2014-04-14,Broken Sword 2 - The Smoking Mirror Remastered,http://www.overclockersclub.com/reviews/hb_android_9_review/3.htm,FALSE,Humble Bundle: PC and Android 9,http://www.overclockersclub.com/reviews/hb_android_9_review/,,
2014-04-14,Ravensword Shadowlands,http://www.overclockersclub.com/reviews/hb_android_9_review/4.htm,FALSE,Humble Bundle: PC and Android 9,http://www.overclockersclub.com/reviews/hb_android_9_review/,,
2014-04-14,Type:Rider,http://www.overclockersclub.com/reviews/hb_android_9_review/5.htm,FALSE,Humble Bundle: PC and Android 9,http://www.overclockersclub.com/reviews/hb_android_9_review/,,
2014-04-14,Kingdom Rush,http://www.overclockersclub.com/reviews/hb_android_9_review/6.htm,FALSE,Humble Bundle: PC and Android 9,http://www.overclockersclub.com/reviews/hb_android_9_review/,,
2014-04-14,Knights of Pen and Paper +1 Edition,http://www.overclockersclub.com/reviews/hb_android_9_review/7.htm,FALSE,Humble Bundle: PC and Android 9,http://www.overclockersclub.com/reviews/hb_android_9_review/,,
2014-05-06,Red Faction,http://www.overclockersclub.com/reviews/red_faction_review/,FALSE,,,,04:00:00
2014-05-08,Red Faction II,http://www.overclockersclub.com/reviews/red_faction_2_review/,FALSE,,,,04:00:00
2014-05-13,Red Faction: Guerrilla,http://www.overclockersclub.com/reviews/red_faction_guerrilla_review/,FALSE,,,,13:01:00
2014-05-21,Red Faction: Armageddon,http://www.overclockersclub.com/reviews/red_faction_armageddon_review/,FALSE,,,,09:00:00
2014-05-14,Daylight,http://www.overclockersclub.com/reviews/daylight_review/,FALSE,,,,02:00:00
2014-06-02,Wolfenstein: The New Order,http://www.overclockersclub.com/reviews/wolfenstein_new_order_review/,FALSE,,,,11:44:00
2014-06-04,Transistor,http://www.overclockersclub.com/reviews/transistor_review/,FALSE,,,,04:28:00
2014-06-09,Humble Bundle: PC and Android 10,http://www.overclockersclub.com/reviews/hb_android_10_review/,FALSE,,,,
2014-06-09,Draw a Stickman: Epic,http://www.overclockersclub.com/reviews/hb_android_10_review/2.htm,FALSE,Humble Bundle: PC and Android 10,http://www.overclockersclub.com/reviews/hb_android_10_review/,,
2014-06-09,Galcon Legends \& Fusion,http://www.overclockersclub.com/reviews/hb_android_10_review/3.htm,FALSE,Humble Bundle: PC and Android 10,http://www.overclockersclub.com/reviews/hb_android_10_review/,,
2014-06-09,Symphony,http://www.overclockersclub.com/reviews/hb_android_10_review/4.htm,FALSE,Humble Bundle: PC and Android 10,http://www.overclockersclub.com/reviews/hb_android_10_review/,,
2014-06-09,Breach \& Clear,http://www.overclockersclub.com/reviews/hb_android_10_review/5.htm,FALSE,Humble Bundle: PC and Android 10,http://www.overclockersclub.com/reviews/hb_android_10_review/,,
2014-06-09,Fieldrunners 2,http://www.overclockersclub.com/reviews/hb_android_10_review/6.htm,FALSE,Humble Bundle: PC and Android 10,http://www.overclockersclub.com/reviews/hb_android_10_review/,,
2014-06-09,METAL SLUG 3,http://www.overclockersclub.com/reviews/hb_android_10_review/7.htm,FALSE,Humble Bundle: PC and Android 10,http://www.overclockersclub.com/reviews/hb_android_10_review/,,
2014-06-09,Skulls of the Shotgun,http://www.overclockersclub.com/reviews/hb_android_10_review/8.htm,FALSE,Humble Bundle: PC and Android 10,http://www.overclockersclub.com/reviews/hb_android_10_review/,,
2014-06-17,Metro 2033,http://www.overclockersclub.com/reviews/metro_2033_review/,FALSE,,,,07:59:00
2014-06-19,Borderlands,http://www.overclockersclub.com/reviews/borderlands_review/,FALSE,,,,21:43:00
2014-08-13,Risen,http://www.overclockersclub.com/reviews/risen_review/,FALSE,,,,26:38:00
2014-08-27,Risen 2: Dark Waters,http://www.overclockersclub.com/reviews/risen_2_review/,FALSE,,,,19:13:00
2014-09-17,Humble Indie Bundle 12,http://www.overclockersclub.com/reviews/hib_12_review/,FALSE,,,,
2014-09-17,Gunpoint,http://www.overclockersclub.com/reviews/hib_12_review/2.htm,FALSE,Humble Indie Bundle 12,http://www.overclockersclub.com/reviews/hib_12_review/,,
2014-09-17,Hammerwatch,http://www.overclockersclub.com/reviews/hib_12_review/3.htm,FALSE,Humble Indie Bundle 12,http://www.overclockersclub.com/reviews/hib_12_review/,,
2014-09-17,SteamWorld Dig,http://www.overclockersclub.com/reviews/hib_12_review/4.htm,FALSE,Humble Indie Bundle 12,http://www.overclockersclub.com/reviews/hib_12_review/,,
2014-09-17,Gone Home,http://www.overclockersclub.com/reviews/hib_12_review/5.htm,FALSE,Humble Indie Bundle 12,http://www.overclockersclub.com/reviews/hib_12_review/,,
2014-09-17,LUFTRAUSERS,http://www.overclockersclub.com/reviews/hib_12_review/6.htm,FALSE,Humble Indie Bundle 12,http://www.overclockersclub.com/reviews/hib_12_review/,,
2014-09-17,Papers Please,http://www.overclockersclub.com/reviews/hib_12_review/7.htm,FALSE,Humble Indie Bundle 12,http://www.overclockersclub.com/reviews/hib_12_review/,,
2014-09-17,Prison Architect,http://www.overclockersclub.com/reviews/hib_12_review/8.htm,FALSE,Humble Indie Bundle 12,http://www.overclockersclub.com/reviews/hib_12_review/,,
2014-09-23,Metro Redux,http://www.overclockersclub.com/reviews/metro_redux_review/,FALSE,,,,18:34:00
2014-10-08,Sleeping Dogs,http://www.overclockersclub.com/reviews/sleeping_dogs_review/,FALSE,,,,18:29:00
2014-10-09,Middle-earth: Shadow of Mordor,http://www.overclockersclub.com/reviews/shadow_of_mordor_review/,FALSE,,,,30:00:00
2014-11-05,Borderlands: The Pre-Sequel,http://www.overclockersclub.com/reviews/borderlands_presequel_review/,FALSE,,,,16:04:00
2014-11-26,Far Cry 4,http://www.overclockersclub.com/reviews/far_cry_4_review/,TRUE,,,,25:58:00
2014-12-04,Assassin's Creed Unity,http://www.overclockersclub.com/reviews/assassins_creed_unity_review/,TRUE,,,,15:33:00
2014-12-06,The Crew,http://www.overclockersclub.com/reviews/the_crew_review/,TRUE,,,,17:30:00
2015-02-18,Saints Row: Gat Out of Hell,http://www.overclockersclub.com/reviews/saints_row_gooh_review/,FALSE,,,,05:39:00
2015-02-11,Dying Light,http://www.overclockersclub.com/reviews/dying_light_review/,TRUE,,,,22:48:00
2015-03-24,Dragon Age: Origins Ultimate Edition,http://www.overclockersclub.com/reviews/dragon_age_review/,FALSE,,,,85:27:00
2015-03-25,Dragon Age II,http://www.overclockersclub.com/reviews/dragon_age_2_review/,FALSE,,,,30:17:00
2015-04-01,Crysis and Crysis Warhead,http://www.overclockersclub.com/reviews/crysis_and_warhead_review/,FALSE,,,,20:00:00
2015-04-02,Crysis 2,http://www.overclockersclub.com/reviews/crysis_2_review/,FALSE,,,,06:56:00
2015-04-15,Grand Theft Auto IV,http://www.overclockersclub.com/reviews/gta_4_review/,FALSE,,,,26:27:00
2015-05-06,Grand Theft Auto V,http://www.overclockersclub.com/reviews/gta_5_review/,TRUE,,,,36:22:00
2015-06-04,The Witcher 3: Wild Hunt,http://www.overclockersclub.com/reviews/witcher_3_review/,TRUE,,,,152:39:00
2015-07-16,Sorcerer King,http://www.overclockersclub.com/reviews/sorcerer_king_review/,TRUE,,,,13:29:00
2015-10-19,Mad Max,http://www.overclockersclub.com/reviews/mad_max_review/,TRUE,,,,42:23:00
2015-10-07,Metal Gear Solid V: The Phantom Pain,http://www.overclockersclub.com/reviews/mgsv_phantom_pain_review/,TRUE,,,,67:44:00
2015-11-30,Fallout 3,http://www.overclockersclub.com/reviews/fallout_3_review/,FALSE,,,,60:36:00
2015-12-02,Fallout: New Vegas,http://www.overclockersclub.com/reviews/fallout_new_vegas_review/,FALSE,,,,50:01:00
2015-12-16,Assassin's Creed Syndicate,http://www.overclockersclub.com/reviews/assassins_creed_syndicate_review/,TRUE,,,,33:50:00
2015-12-22,Just Cause 3,http://www.overclockersclub.com/reviews/just_cause_3_review/,TRUE,,,,34:16:00
2016-02-22,Tomb Raider (2013),http://www.overclockersclub.com/reviews/tomb_raider_review/,FALSE,,,,12:51:00
2016-02-24,Rise of the Tomb Raider,http://www.overclockersclub.com/reviews/tomb_raider_rise_review/,TRUE,,,,16:09:00
2016-03-23,Far Cry Primal,http://www.overclockersclub.com/reviews/far_cry_primal_review/,TRUE,,,,26:20:00
2016-04-11,Hitman (2016),http://www.overclockersclub.com/reviews/hitman_review/,TRUE,,,,
2016-04-13,Ashes of the Singularity,http://www.overclockersclub.com/reviews/ashes_of_the_singularity_review/,TRUE,,,,
2016-09-08,Deus Ex: Mankind Divided,http://www.overclockersclub.com/reviews/deus_ex_mankind_divided_review/,TRUE,,,,24:43:00
2016-11-15,Hitman First Season,http://www.overclockersclub.com/reviews/hitman_first_season_review/,TRUE,Hitman (2016),http://www.overclockersclub.com/reviews/hitman_review/,,
2016-12-19,Ashes of the Singularity: Escalation,http://www.overclockersclub.com/reviews/ashes_of_the_singularity_escalation_review/,TRUE,,,,
2016-12-20,Shadow Warrior 2,http://www.overclockersclub.com/reviews/shadow_warrior_2_review/,TRUE,,,,12:27:00
2017-01-09,Watch Dogs 2,http://www.overclockersclub.com/reviews/watch_dogs_2_review/,TRUE,,,,26:30:00
2017-02-22,Galactic Civilizations III,http://www.overclockersclub.com/reviews/galciv3_review/,TRUE,,,,
2017-05-07,Galactic Civilizations III: Crusade,http://www.overclockersclub.com/reviews/galciv3_crusade_review/,TRUE,,,,
2017-07-05,DiRT 4,http://www.overclockersclub.com/reviews/dirt_4_review/,TRUE,,,,
2017-08-31,F1 2017,http://www.overclockersclub.com/reviews/f1_2017_review/,TRUE,,,,
2017-09-01,Agents of Mayhem,http://www.overclockersclub.com/reviews/agents_of_mayhem_review/,TRUE,,,,24:56:00
2017-11-28,Absolver,http://www.overclockersclub.com/reviews/absolver_review/,TRUE,,,,
2017-12-01,Songbringer,http://www.overclockersclub.com/reviews/songbringer_review/,TRUE,,,,13:44:00
2017-12-07,Wolfenstein II: The New Colossus,http://www.overclockersclub.com/reviews/wolfenstein_new_colossus_review/,FALSE,,,,15:22:00
2017-12-21,Scanner Sombre,http://www.overclockersclub.com/reviews/scanner_sombre_review/,TRUE,,,,02:40:00
2018-03-19,Kingdom Come: Deliverance,http://www.overclockersclub.com/reviews/kingdom_come_deliverance_review/,TRUE,,,,66:48:00
2018-04-06,PC Building Simulator (Early Access Phase),http://www.overclockersclub.com/reviews/pc_building_simulator_review/,TRUE,,,,
2018-04-20,Rad Rodgers,http://www.overclockersclub.com/reviews/rad_rodgers_review/,TRUE,,,,
2018-05-01,Galactic Civilizations III: Intrigue,http://www.overclockersclub.com/reviews/galciv3_intrigue_review/,TRUE,,,,
2018-05-10,The Swords of Ditto,http://www.overclockersclub.com/reviews/swords_ditto_review/,TRUE,,,,
2018-06-21,Middle-earth: Shadow of War Complete,http://www.overclockersclub.com/reviews/shadow_of_war_review/,TRUE,,,,44:12:00
2018-06-21,Middle-earth: Shadow of War,http://www.overclockersclub.com/reviews/shadow_of_war_review/,FALSE,,,,37:00:00
2018-06-21,Middle-earth: Shadow of War DLC,http://www.overclockersclub.com/reviews/shadow_of_war_review/06,TRUE,,,,07:12:00
2018-07-10,Agony,http://www.overclockersclub.com/reviews/agony_review/,TRUE,,,https://www.youtube.com/playlist?list=PLTPlnsPlK3eiGbDSKxxf3OnMGnvThrGpk,09:40:43
2018-09-03,F1 2018,http://www.overclockersclub.com/reviews/f1_2018_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrRPtF4PZCSY-NdYw6Cm11R,10:12:00
2018-09-13,Shadow of the Tomb Raider,http://www.overclockersclub.com/reviews/tomb_raider_shadow/,TRUE,,,,20:00:00
2018-09-20,Star Control: Origins,http://www.overclockersclub.com/reviews/star_control_origins_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjqGH2Swyt-2B0I4LElnqeA6,26:43:00
2018-10-12,Assassin's Creed: Origins,http://www.overclockersclub.com/reviews/assassins_creed_origins_review/,FALSE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjqQDZrP-6iFJcBrGLhS8Fvs,77:08:59
2018-11-13,Assassin's Creed: Odyssey,http://www.overclockersclub.com/reviews/assassins_creed_odyssey_review/,FALSE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjoGnbt4IzMlo\_nGNc46EvUo,106:28:10
2018-11-21,HITMAN 2,http://www.overclockersclub.com/reviews/hitman_2_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjoKDAkgpWo9OFgAnOK2AZPN,23:42:45
2018-12-09,Darksiders III,http://www.overclockersclub.com/reviews/darksiders_3_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrQQopg1hoChIXIEzFTCm06,16:38:08
2018-12-12,Just Cause 4,http://www.overclockersclub.com/reviews/just_cause_4_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjqX2m1Q5BPVuta2Hqb56w7c,26:24:00
2018-12-18,GRIS,http://www.overclockersclub.com/reviews/gris_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjp5ao9NJzJKbW2jmzqZ-NOp,02:30:00
2019-01-03,Sunset Overdrive,http://www.overclockersclub.com/reviews/sunset_overdrive_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjqoBYC7H4UU5siJXvMw97y8,16:29:47
2019-01-21,Pikuniku,http://www.overclockersclub.com/reviews/pikuniku_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrkCm7EgdSCbuzQtgHUlPdo,03:41:13
2019-02-20,Metro Exodus,http://www.overclockersclub.com/reviews/metro_exodus_review/,TRUE,,,,19:49:19
2019-03-04,DiRT Rally 2.0,http://www.overclockersclub.com/reviews/dirt_rally_2_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrjzS0Vi8HQbnkoDdrjQtua,09:14:00
2019-04-11,The Division 2 Review,http://www.overclockersclub.com/reviews/division_2_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjpiaM\_BHzeZQ1nAwTPBEqNW,71:48:00
2019-05-09,Katana ZERO,http://www.overclockersclub.com/reviews/katana_zero_review,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjobgIqQWHsLkKCmgf3S0t1Z,05:55:48
2019-05-23,Dark Devotion,http://www.overclockersclub.com/reviews/dark_devotion_review,TRUE,,,https://www.youtube.com/playlist?list=PLTPlnsPlK3ehlxmgjqHVbSQaFUwL7Ek8e,15:21:35
2019-06-20,My Friend Pedro,http://www.overclockersclub.com/reviews/my_friend_pedro_review,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjq\_iqd9i5ID2jiXSeWIYZR\_,04:33:42
2019-06-27,F1 2019,http://www.overclockersclub.com/reviews/f1_2019_review,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrTMfrFWtDLM1hrL6WRnQs5,12:39:58
2019-07-24,Darksiders III - Keepers of the Void,http://www.overclockersclub.com/reviews/darksiders_3_void_dlc_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrQQopg1hoChIXIEzFTCm06,04:21:38
2019-08-12,Metal Wolf Chaos XD,http://www.overclockersclub.com/reviews/metal_wolf_chaos_xd_review,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjqoYRauggezIF8MCEEon8MJ,10:11:56
